species	number	 eusocial	 flight_speed	 stdev-angle	 niche	niche_preferences	 nest_habitat	max_distance	perception_range	perception_angle	body_mass	turtle_size	turtle_color
1,10,0,0,90,[ 1  3  4  5  6  7  8  9 10 11],[0.3 0.2 0.1 0.1 0.05 0.05 0.05 0.05 0.05 0.05 ],0,0,4,180,2.27,4,5
2,10,0,0,90,[2  5  7  9 11 12  ],[0.3 0.2 0.2 0.1 0.1 0.1 ],0,0,4,180,3.41,4,15
3,10,0,0,90,[1 4 9 ],[0.5 0.25 0.25 ],0,0,4,180,7.57,4,25
4,10,1,0,90,[1  3  4  5  6  7  8  9 11 12 ],[0.3 0.2 0.1 0.1 0.05 0.05 0.05 0.05 0.05 0.05 ],3,0,4,180,1.48,4,35
5,10,1,0,90,[1  3  4  5 11 12 ],[0.3 0.2 0.2 0.1 0.1 0.1 ],3,0,4,180,4.59,4,45
6,10,1,0,90,[4  8 10 ],[0.5 0.25 0.25 ],3,0,4,180,7.15,4,55
7,10,2,0,90,[2  3  4  5  6  7  8  9 11 12 ],[0.3 0.2 0.1 0.1 0.05 0.05 0.05 0.05 0.05 0.05 ],4,0,4,180,1.29,4,65
8,10,2,0,90,[1  2  3  5  7 10 ],[0.3 0.2 0.2 0.1 0.1 0.1 ],4,0,4,180,4.65,4,75
9,10,2,0,90,[5 6 9],[0.5 0.25 0.25 ],4,0,4,180,6.37,4,85
10,10,3,0,90,[1  2  3  4  5  6  7  8  9 11],[0.3 0.2 0.1 0.1 0.05 0.05 0.05 0.05 0.05 0.05 ],4,0,4,180,1.55,4,95
11,10,3,0,90,[1  3  4  9 11 12  ],[0.3 0.2 0.2 0.1 0.1 0.1 ],4,0,4,180,3.66,4,105
12,10,3,0,90,[3  5 11 ],[0.5 0.25 0.25 ],4,0,4,180,6.22,4,115
